complaint_id,complaint_text,category,priority,department,location,date_submitted,status
2200,Theft reported in neighborhood,Police/Safety,Medium,Police/Safety,Ranchi,2025-07-29,In Progress
2201,Poor infrastructure in government school,Education,Low,Education,Chennai,2025-01-16,In Progress
2202,Illegal activities happening nearby,Police/Safety,Low,Police/Safety,Ranchi,2024-06-23,In Progress
2203,Poor infrastructure in government school,Education,High,Education,Kolkata,2025-05-09,Pending
2204,Illegal activities happening nearby,Police/Safety,Low,Police/Safety,Chennai,2024-05-13,Resolved
2205,Fake job website asking money,IT Fraud,Medium,IT Fraud,Delhi,2025-02-20,In Progress
2206,Fake loan app scam reported,IT Fraud,High,IT Fraud,Patna,2024-08-18,Resolved
2207,Aadhaar update not processed,Government Services,Low,Government Services,Hyderabad,2024-10-26,Pending
2208,Bank OTP fraud attempt,IT Fraud,Low,IT Fraud,Ranchi,2024-04-01,In Progress
2209,Open garbage dumping ground issue,Sanitation,Medium,Sanitation,Mumbai,2024-02-19,Resolved
2210,Water logging due to bad road condition,Roads,Medium,Roads,Kolkata,2024-10-24,Pending
2211,Hospital hygiene very poor,Health,Medium,Health,Bangalore,2025-08-08,Resolved
2212,No drinking water in school campus,Education,Medium,Education,Mumbai,2024-12-30,In Progress
2213,Voltage fluctuations damaging appliances,Electricity,Low,Electricity,Chennai,2024-05-17,Pending
2214,Poor infrastructure in government school,Education,Low,Education,Hyderabad,2025-08-12,Pending
2215,Huge pothole near school entrance,Roads,Medium,Roads,Patna,2025-01-12,In Progress
2216,Fake job website asking money,IT Fraud,Medium,IT Fraud,Patna,2024-11-02,Pending
2217,Scholarship payment delayed,Education,Medium,Education,Chennai,2024-09-19,Resolved
2218,Fake job website asking money,IT Fraud,Low,IT Fraud,Chennai,2024-08-10,In Progress
2219,No water supply for last two days,Water,Low,Water,Hyderabad,2024-09-18,Pending
2220,Aadhaar update not processed,Government Services,Medium,Government Services,Chennai,2025-02-25,In Progress
2221,Teacher not attending classes regularly,Education,Medium,Education,Ranchi,2024-01-11,Resolved
2222,Electric pole wire hanging dangerously,Electricity,High,Electricity,Delhi,2025-04-12,Pending
2223,Harassment reported in public place,Police/Safety,High,Police/Safety,Kolkata,2024-01-02,Resolved
2224,Ration card application pending,Government Services,Medium,Government Services,Chennai,2024-07-21,Pending
2225,Hospital hygiene very poor,Health,High,Health,Kolkata,2025-04-01,In Progress
2226,No drinking water in school campus,Education,Medium,Education,Bangalore,2025-03-02,In Progress
2227,Pension not credited this month,Government Services,Low,Government Services,Chennai,2025-02-17,Pending
2228,Scholarship payment delayed,Education,High,Education,Hyderabad,2024-05-31,Pending
2229,No water supply for last two days,Water,Low,Water,Hyderabad,2025-02-25,In Progress
2230,Broken road near market area,Roads,High,Roads,Kolkata,2025-02-18,Resolved
2231,Delay in issuing birth certificate,Government Services,High,Government Services,Ranchi,2024-03-04,Resolved
2232,Lack of books in school library,Education,High,Education,Bangalore,2024-09-25,Pending
2233,Aadhaar update not processed,Government Services,Low,Government Services,Bangalore,2024-12-06,In Progress
2234,Fake loan app scam reported,IT Fraud,High,IT Fraud,Kolkata,2025-03-29,Pending
2235,Street lights not working,Electricity,Low,Electricity,Hyderabad,2024-08-30,Pending
2236,Low water pressure in the area,Water,Low,Water,Ranchi,2025-01-24,Pending
2237,Shortage of medicines in health center,Health,Low,Health,Kolkata,2024-10-15,In Progress
2238,Public hand pump not working,Water,Low,Water,Delhi,2024-06-22,In Progress
2239,Scholarship payment delayed,Education,Low,Education,Hyderabad,2025-07-08,In Progress
2240,Voltage fluctuations damaging appliances,Electricity,High,Electricity,Kolkata,2024-08-13,Pending
2241,Delay in issuing birth certificate,Government Services,Low,Government Services,Delhi,2025-04-19,Resolved
2242,Scholarship payment delayed,Education,Medium,Education,Bangalore,2024-09-21,In Progress
2243,Road full of potholes causing accidents,Roads,Medium,Roads,Chennai,2025-08-03,In Progress
2244,Delay in issuing birth certificate,Government Services,High,Government Services,Mumbai,2024-07-28,In Progress
2245,Delay in issuing birth certificate,Government Services,Low,Government Services,Kolkata,2024-04-15,Pending
2246,Frequent power cuts in our area,Electricity,High,Electricity,Ranchi,2025-03-31,Resolved
2247,Bus stop shelter damaged,Transport,High,Transport,Patna,2025-03-12,Pending
2248,Drain blockage causing foul smell,Sanitation,High,Sanitation,Mumbai,2024-08-15,In Progress
2249,Road construction incomplete for months,Roads,High,Roads,Chennai,2024-06-26,Resolved
2250,Electric pole wire hanging dangerously,Electricity,High,Electricity,Delhi,2024-05-13,In Progress
2251,Overflowing dustbins in the area,Sanitation,Low,Sanitation,Kolkata,2024-12-02,Pending
2252,Noise disturbance at night,Police/Safety,Medium,Police/Safety,Delhi,2024-11-12,Pending
2253,Bus service not running on schedule,Transport,Low,Transport,Mumbai,2024-07-23,Resolved
2254,Poor infrastructure in government school,Education,Medium,Education,Delhi,2025-03-28,In Progress
2255,Pension not credited this month,Government Services,Medium,Government Services,Mumbai,2024-06-19,Pending
2256,Shortage of medicines in health center,Health,High,Health,Patna,2025-06-30,Resolved
2257,Road full of potholes causing accidents,Roads,High,Roads,Mumbai,2024-07-24,Resolved
2258,Broken road near market area,Roads,Low,Roads,Delhi,2024-10-14,In Progress
2259,Scholarship payment delayed,Education,High,Education,Delhi,2025-06-28,In Progress
2260,Public hand pump not working,Water,High,Water,Mumbai,2024-11-16,Pending
2261,Open garbage dumping ground issue,Sanitation,High,Sanitation,Patna,2025-06-25,In Progress
2262,Water logging due to bad road condition,Roads,Low,Roads,Hyderabad,2025-04-27,Pending
2263,Illegal activities happening nearby,Police/Safety,High,Police/Safety,Hyderabad,2024-03-11,In Progress
2264,No drinking water in school campus,Education,High,Education,Chennai,2025-03-04,Pending
2265,Poor infrastructure in government school,Education,Low,Education,Patna,2025-07-31,Pending
2266,Street lights not working,Electricity,Low,Electricity,Hyderabad,2024-04-23,Pending
2267,No drinking water in school campus,Education,High,Education,Patna,2025-01-29,Pending
2268,Bus service not running on schedule,Transport,High,Transport,Bangalore,2025-05-05,Pending
2269,Transformer failure in locality,Electricity,Low,Electricity,Delhi,2024-05-21,In Progress
2270,Dirty water coming from taps,Water,Medium,Water,Patna,2024-05-11,In Progress
2271,Street lights not working,Electricity,High,Electricity,Hyderabad,2024-09-15,Resolved
2272,Pension not credited this month,Government Services,High,Government Services,Hyderabad,2024-06-11,In Progress
2273,Illegal activities happening nearby,Police/Safety,Medium,Police/Safety,Mumbai,2025-03-21,Pending
2274,Drain blockage causing foul smell,Sanitation,High,Sanitation,Chennai,2024-01-03,Pending
2275,Hospital hygiene very poor,Health,Medium,Health,Mumbai,2025-03-20,In Progress
2276,Pension not credited this month,Government Services,Medium,Government Services,Hyderabad,2024-10-14,In Progress
2277,No doctor available in government hospital,Health,Medium,Health,Mumbai,2025-08-11,In Progress
2278,Social media account hacked,IT Fraud,High,IT Fraud,Ranchi,2024-10-27,In Progress
2279,Bus stop shelter damaged,Transport,Medium,Transport,Hyderabad,2024-09-18,Pending
2280,Suspicious person roaming in colony,Police/Safety,Medium,Police/Safety,Bangalore,2024-09-07,Resolved
2281,Ration card application pending,Government Services,Medium,Government Services,Kolkata,2024-12-21,Resolved
2282,Fake loan app scam reported,IT Fraud,Low,IT Fraud,Ranchi,2024-01-15,In Progress
2283,Broken road near market area,Roads,Low,Roads,Kolkata,2024-07-25,Pending
2284,Harassment reported in public place,Police/Safety,Low,Police/Safety,Kolkata,2024-09-10,Resolved
2285,Road construction incomplete for months,Roads,Medium,Roads,Chennai,2025-03-04,Pending
2286,Water pipeline leakage near house,Water,High,Water,Delhi,2024-08-23,Resolved
2287,Hospital hygiene very poor,Health,High,Health,Ranchi,2024-06-03,Resolved
2288,Corruption complaint in local office,Government Services,Low,Government Services,Hyderabad,2024-04-15,In Progress
2289,Road construction incomplete for months,Roads,High,Roads,Chennai,2024-10-14,Pending
2290,Huge pothole near school entrance,Roads,Medium,Roads,Patna,2025-02-10,In Progress
2291,Vaccination not available in local clinic,Health,Low,Health,Ranchi,2025-02-18,Pending
2292,Fake job website asking money,IT Fraud,Medium,IT Fraud,Delhi,2025-02-24,In Progress
2293,Suspicious person roaming in colony,Police/Safety,Medium,Police/Safety,Kolkata,2025-04-22,Resolved
2294,Water logging due to bad road condition,Roads,Medium,Roads,Kolkata,2024-07-16,Pending
2295,Huge pothole near school entrance,Roads,Medium,Roads,Hyderabad,2024-09-28,Resolved
2296,Harassment reported in public place,Police/Safety,Medium,Police/Safety,Chennai,2024-07-09,Pending
2297,Lack of books in school library,Education,High,Education,Kolkata,2024-11-18,Pending
2298,Poor cleanliness in buses,Transport,Medium,Transport,Kolkata,2024-04-03,In Progress
2299,Ambulance service delayed during emergency,Health,Medium,Health,Hyderabad,2024-05-23,Resolved
2300,Street lights not working,Electricity,Low,Electricity,Mumbai,2024-02-24,In Progress
2301,Dirty water coming from taps,Water,Medium,Water,Bangalore,2024-12-22,Pending
2302,Street lights not working,Electricity,High,Electricity,Kolkata,2025-04-21,Resolved
2303,Vaccination not available in local clinic,Health,Low,Health,Patna,2025-07-16,Pending
2304,Vaccination not available in local clinic,Health,High,Health,Chennai,2025-04-05,Resolved
2305,Noise disturbance at night,Police/Safety,High,Police/Safety,Bangalore,2024-07-29,Resolved
2306,Street lights not working,Electricity,High,Electricity,Chennai,2024-09-17,Pending
2307,Huge pothole near school entrance,Roads,Low,Roads,Hyderabad,2024-09-29,Resolved
2308,Social media account hacked,IT Fraud,Medium,IT Fraud,Chennai,2024-08-17,Pending
2309,Poor infrastructure in government school,Education,Medium,Education,Bangalore,2024-11-22,In Progress
2310,No drinking water in school campus,Education,Medium,Education,Ranchi,2025-04-09,Resolved
2311,Huge pothole near school entrance,Roads,Medium,Roads,Delhi,2024-01-25,Resolved
2312,Suspicious person roaming in colony,Police/Safety,Low,Police/Safety,Bangalore,2024-06-23,Pending
2313,Electric pole wire hanging dangerously,Electricity,High,Electricity,Delhi,2024-11-14,In Progress
2314,Road construction incomplete for months,Roads,Low,Roads,Delhi,2024-09-10,Resolved
2315,Social media account hacked,IT Fraud,Medium,IT Fraud,Ranchi,2024-09-19,Pending
2316,Ambulance service delayed during emergency,Health,Medium,Health,Chennai,2024-03-17,Resolved
2317,Delay in issuing birth certificate,Government Services,Medium,Government Services,Chennai,2024-12-15,Pending
2318,Dirty public toilets in market,Sanitation,Medium,Sanitation,Mumbai,2025-03-22,Pending
2319,Drain blockage causing foul smell,Sanitation,Low,Sanitation,Bangalore,2024-01-14,Pending
2320,Bus service not running on schedule,Transport,Medium,Transport,Patna,2024-07-22,Pending
2321,Huge pothole near school entrance,Roads,Low,Roads,Mumbai,2025-08-02,Resolved
2322,Bank OTP fraud attempt,IT Fraud,Low,IT Fraud,Mumbai,2025-06-09,In Progress
2323,No doctor available in government hospital,Health,Medium,Health,Ranchi,2024-04-08,Pending
2324,Open garbage dumping ground issue,Sanitation,High,Sanitation,Ranchi,2024-08-03,Resolved
2325,Water pipeline leakage near house,Water,Low,Water,Bangalore,2024-08-20,Pending
2326,Ambulance service delayed during emergency,Health,Low,Health,Ranchi,2025-01-06,Pending
2327,Scholarship payment delayed,Education,High,Education,Kolkata,2024-12-15,Pending
2328,Delay in issuing birth certificate,Government Services,Medium,Government Services,Bangalore,2025-02-05,In Progress
2329,Garbage not collected for several days,Sanitation,Low,Sanitation,Kolkata,2025-02-12,In Progress
2330,Noise disturbance at night,Police/Safety,Medium,Police/Safety,Ranchi,2025-08-08,Pending
2331,Scholarship payment delayed,Education,Medium,Education,Bangalore,2024-07-08,Pending
2332,Ambulance service delayed during emergency,Health,Medium,Health,Delhi,2025-02-24,In Progress
2333,Dirty public toilets in market,Sanitation,Medium,Sanitation,Mumbai,2024-05-02,Resolved
2334,Illegal activities happening nearby,Police/Safety,High,Police/Safety,Ranchi,2024-12-12,In Progress
2335,Open garbage dumping ground issue,Sanitation,High,Sanitation,Chennai,2024-11-24,Resolved
2336,Corruption complaint in local office,Government Services,Low,Government Services,Bangalore,2025-04-30,In Progress
2337,Street lights not working,Electricity,Medium,Electricity,Patna,2024-07-18,In Progress
2338,Dirty water coming from taps,Water,Medium,Water,Bangalore,2025-03-06,Pending
2339,Poor cleanliness in buses,Transport,Low,Transport,Hyderabad,2025-06-05,Pending
2340,Dirty public toilets in market,Sanitation,Low,Sanitation,Delhi,2025-08-07,In Progress
2341,Road full of potholes causing accidents,Roads,High,Roads,Ranchi,2024-12-11,Pending
2342,Shortage of medicines in health center,Health,High,Health,Patna,2025-05-03,In Progress
2343,Poor infrastructure in government school,Education,High,Education,Ranchi,2025-01-01,Resolved
2344,Ambulance service delayed during emergency,Health,High,Health,Ranchi,2024-02-21,Pending
2345,No drinking water in school campus,Education,Low,Education,Bangalore,2025-02-02,In Progress
2346,Pension not credited this month,Government Services,Medium,Government Services,Chennai,2024-01-05,In Progress
2347,Shortage of medicines in health center,Health,High,Health,Chennai,2024-02-10,In Progress
2348,Fake loan app scam reported,IT Fraud,Low,IT Fraud,Mumbai,2024-06-03,Resolved
2349,Poor cleanliness in buses,Transport,Medium,Transport,Bangalore,2024-12-06,Pending
2350,Public hand pump not working,Water,High,Water,Patna,2025-08-12,Pending
2351,Overflowing dustbins in the area,Sanitation,Medium,Sanitation,Delhi,2025-01-26,Resolved
2352,Bus stop shelter damaged,Transport,High,Transport,Mumbai,2025-02-02,In Progress
2353,Poor cleanliness in buses,Transport,Low,Transport,Patna,2025-06-12,In Progress
2354,Drain blockage causing foul smell,Sanitation,Medium,Sanitation,Patna,2024-06-28,Resolved
2355,Dirty water coming from taps,Water,Medium,Water,Kolkata,2024-12-22,Pending
2356,Road construction incomplete for months,Roads,High,Roads,Patna,2025-07-11,Pending
2357,Fake loan app scam reported,IT Fraud,Low,IT Fraud,Ranchi,2024-12-21,Pending
2358,Vaccination not available in local clinic,Health,Medium,Health,Hyderabad,2024-03-02,In Progress
2359,Fake loan app scam reported,IT Fraud,Medium,IT Fraud,Delhi,2024-09-12,Resolved
2360,Teacher not attending classes regularly,Education,High,Education,Patna,2024-02-14,Resolved
2361,Street lights not working,Electricity,Low,Electricity,Mumbai,2024-04-12,Pending
2362,Drain blockage causing foul smell,Sanitation,Medium,Sanitation,Mumbai,2025-01-24,Resolved
2363,Illegal activities happening nearby,Police/Safety,High,Police/Safety,Ranchi,2024-02-26,Pending
2364,Road full of potholes causing accidents,Roads,High,Roads,Delhi,2024-01-11,Pending
2365,Bus stop shelter damaged,Transport,Medium,Transport,Bangalore,2025-04-18,Resolved
2366,Road full of potholes causing accidents,Roads,Low,Roads,Chennai,2025-03-04,In Progress
2367,No doctor available in government hospital,Health,Low,Health,Delhi,2025-03-23,Pending
2368,Garbage not collected for several days,Sanitation,Low,Sanitation,Hyderabad,2024-09-09,Resolved
2369,Dirty public toilets in market,Sanitation,High,Sanitation,Delhi,2024-03-19,Resolved
2370,Bank OTP fraud attempt,IT Fraud,Low,IT Fraud,Delhi,2025-07-17,Resolved
2371,Pension not credited this month,Government Services,High,Government Services,Chennai,2024-11-21,In Progress
2372,Suspicious person roaming in colony,Police/Safety,High,Police/Safety,Chennai,2025-05-26,Resolved
2373,Corruption complaint in local office,Government Services,Medium,Government Services,Kolkata,2024-06-06,In Progress
2374,Bank OTP fraud attempt,IT Fraud,Medium,IT Fraud,Chennai,2025-04-02,Resolved
2375,Vaccination not available in local clinic,Health,Low,Health,Delhi,2024-02-16,In Progress
2376,Train ticket booking issue,Transport,Low,Transport,Patna,2024-02-16,Resolved
2377,Ration card application pending,Government Services,High,Government Services,Bangalore,2025-04-10,Resolved
2378,Train ticket booking issue,Transport,Medium,Transport,Patna,2025-04-23,Pending
2379,Harassment reported in public place,Police/Safety,Medium,Police/Safety,Patna,2024-05-17,Resolved
2380,Lack of books in school library,Education,Low,Education,Delhi,2024-10-25,Pending
2381,Shortage of medicines in health center,Health,Medium,Health,Hyderabad,2024-03-30,Pending
2382,Water pipeline leakage near house,Water,Medium,Water,Kolkata,2025-04-09,Pending
2383,Harassment reported in public place,Police/Safety,Medium,Police/Safety,Bangalore,2025-02-27,Pending
2384,Low water pressure in the area,Water,High,Water,Patna,2024-10-11,Pending
2385,Broken road near market area,Roads,High,Roads,Patna,2024-10-13,Pending
2386,Bus stop shelter damaged,Transport,Low,Transport,Bangalore,2024-10-03,In Progress
2387,Fake job website asking money,IT Fraud,Medium,IT Fraud,Patna,2024-06-14,In Progress
2388,Road construction incomplete for months,Roads,Medium,Roads,Mumbai,2024-10-16,Resolved
2389,Illegal activities happening nearby,Police/Safety,Medium,Police/Safety,Hyderabad,2025-03-25,Resolved
2390,Hospital hygiene very poor,Health,Low,Health,Hyderabad,2024-07-28,In Progress
2391,Drain blockage causing foul smell,Sanitation,Low,Sanitation,Bangalore,2025-06-19,Pending
2392,Hospital hygiene very poor,Health,High,Health,Patna,2024-01-02,Pending
2393,Train ticket booking issue,Transport,Low,Transport,Kolkata,2025-08-04,Resolved
2394,Water logging due to bad road condition,Roads,High,Roads,Patna,2025-07-22,Pending
2395,Bank OTP fraud attempt,IT Fraud,Low,IT Fraud,Ranchi,2024-11-16,Pending
2396,Lack of books in school library,Education,Medium,Education,Patna,2025-04-21,In Progress
2397,Broken road near market area,Roads,Medium,Roads,Chennai,2024-06-25,Pending
2398,Road full of potholes causing accidents,Roads,Medium,Roads,Delhi,2025-05-22,Resolved
2399,Suspicious person roaming in colony,Police/Safety,High,Police/Safety,Mumbai,2025-04-21,In Progress
2400,Road construction incomplete for months,Roads,Low,Roads,Patna,2025-05-01,In Progress
2401,Corruption complaint in local office,Government Services,Medium,Government Services,Patna,2025-04-24,Pending
2402,Voltage fluctuations damaging appliances,Electricity,Medium,Electricity,Hyderabad,2024-03-29,Resolved
2403,Fake job website asking money,IT Fraud,Low,IT Fraud,Kolkata,2025-03-23,Resolved
2404,Ambulance service delayed during emergency,Health,Medium,Health,Ranchi,2024-01-14,In Progress
2405,Harassment reported in public place,Police/Safety,Medium,Police/Safety,Bangalore,2025-02-04,Resolved
2406,Electric pole wire hanging dangerously,Electricity,Medium,Electricity,Ranchi,2024-05-13,Pending
2407,No doctor available in government hospital,Health,Low,Health,Kolkata,2024-06-19,Resolved
2408,Road construction incomplete for months,Roads,Low,Roads,Kolkata,2024-11-13,Pending
2409,Fake job website asking money,IT Fraud,Medium,IT Fraud,Mumbai,2025-04-03,In Progress
2410,Voltage fluctuations damaging appliances,Electricity,High,Electricity,Ranchi,2025-05-04,Pending
2411,Public hand pump not working,Water,Medium,Water,Chennai,2024-06-22,In Progress
2412,Poor infrastructure in government school,Education,Medium,Education,Ranchi,2025-01-14,In Progress
2413,Dirty public toilets in market,Sanitation,Low,Sanitation,Mumbai,2024-02-29,Pending
2414,Broken road near market area,Roads,High,Roads,Delhi,2025-02-07,Pending
2415,No doctor available in government hospital,Health,Low,Health,Patna,2024-09-23,Resolved
2416,Teacher not attending classes regularly,Education,Medium,Education,Delhi,2024-07-24,Pending
2417,No doctor available in government hospital,Health,High,Health,Patna,2025-06-13,In Progress
2418,Low water pressure in the area,Water,Medium,Water,Mumbai,2024-09-15,Pending
2419,Suspicious person roaming in colony,Police/Safety,Medium,Police/Safety,Ranchi,2024-07-14,In Progress
2420,No doctor available in government hospital,Health,Low,Health,Ranchi,2024-05-05,Resolved
2421,Overflowing dustbins in the area,Sanitation,Medium,Sanitation,Mumbai,2024-09-11,Resolved
2422,Water logging due to bad road condition,Roads,Medium,Roads,Patna,2024-03-29,Resolved
2423,Theft reported in neighborhood,Police/Safety,Medium,Police/Safety,Hyderabad,2024-11-15,In Progress
2424,Harassment reported in public place,Police/Safety,High,Police/Safety,Bangalore,2025-02-28,Resolved
2425,Huge pothole near school entrance,Roads,Low,Roads,Ranchi,2025-07-27,Resolved
2426,Electric pole wire hanging dangerously,Electricity,High,Electricity,Delhi,2024-12-17,Resolved
2427,Noise disturbance at night,Police/Safety,Medium,Police/Safety,Delhi,2024-04-26,Resolved
2428,Huge pothole near school entrance,Roads,Low,Roads,Bangalore,2024-08-26,In Progress
2429,Fake loan app scam reported,IT Fraud,Medium,IT Fraud,Chennai,2025-02-06,In Progress
2430,Low water pressure in the area,Water,Low,Water,Kolkata,2024-04-19,In Progress
2431,Drain blockage causing foul smell,Sanitation,Low,Sanitation,Chennai,2025-01-13,In Progress
2432,Garbage not collected for several days,Sanitation,Medium,Sanitation,Chennai,2025-06-21,Pending
2433,Huge pothole near school entrance,Roads,Medium,Roads,Delhi,2025-02-13,Pending
2434,Theft reported in neighborhood,Police/Safety,Medium,Police/Safety,Ranchi,2025-06-03,In Progress
2435,Transformer failure in locality,Electricity,High,Electricity,Chennai,2024-08-01,In Progress
2436,Ration card application pending,Government Services,Low,Government Services,Hyderabad,2025-04-17,Pending
2437,Ambulance service delayed during emergency,Health,Medium,Health,Kolkata,2024-08-24,Resolved
2438,No water supply for last two days,Water,Medium,Water,Delhi,2025-08-02,In Progress
2439,No drinking water in school campus,Education,High,Education,Mumbai,2025-04-20,Resolved
2440,Water pipeline leakage near house,Water,Low,Water,Patna,2024-01-07,Resolved
2441,Harassment reported in public place,Police/Safety,High,Police/Safety,Ranchi,2024-03-25,Resolved
2442,Dirty public toilets in market,Sanitation,High,Sanitation,Hyderabad,2025-07-21,In Progress
2443,Illegal activities happening nearby,Police/Safety,Medium,Police/Safety,Chennai,2024-10-01,In Progress
2444,Aadhaar update not processed,Government Services,Low,Government Services,Bangalore,2024-09-17,Resolved
2445,Street lights not working,Electricity,Low,Electricity,Patna,2024-09-18,In Progress
2446,Lack of books in school library,Education,High,Education,Patna,2025-05-15,Resolved
2447,Road full of potholes causing accidents,Roads,High,Roads,Bangalore,2024-02-07,In Progress
2448,Corruption complaint in local office,Government Services,Medium,Government Services,Bangalore,2024-08-23,Resolved
2449,Fake job website asking money,IT Fraud,High,IT Fraud,Bangalore,2024-11-24,Pending
2450,Low water pressure in the area,Water,Medium,Water,Delhi,2025-01-03,In Progress
2451,Low water pressure in the area,Water,High,Water,Mumbai,2025-05-18,Pending
2452,Transformer failure in locality,Electricity,High,Electricity,Delhi,2024-08-22,Pending
2453,Overcrowding in buses,Transport,Low,Transport,Bangalore,2024-01-18,Pending
2454,Road full of potholes causing accidents,Roads,Low,Roads,Kolkata,2024-01-05,Pending
2455,Water logging due to bad road condition,Roads,Low,Roads,Bangalore,2024-12-11,Resolved
2456,Frequent power cuts in our area,Electricity,Medium,Electricity,Mumbai,2024-08-05,Pending
2457,Low water pressure in the area,Water,Medium,Water,Ranchi,2025-02-11,Pending
2458,Huge pothole near school entrance,Roads,High,Roads,Hyderabad,2025-02-11,Pending
2459,No drinking water in school campus,Education,Medium,Education,Delhi,2024-09-13,Pending
2460,Poor infrastructure in government school,Education,High,Education,Hyderabad,2024-09-10,Resolved
2461,No water supply for last two days,Water,High,Water,Hyderabad,2024-02-01,Pending
2462,Garbage not collected for several days,Sanitation,High,Sanitation,Bangalore,2025-06-21,Resolved
2463,No doctor available in government hospital,Health,High,Health,Hyderabad,2024-02-13,Pending
2464,Noise disturbance at night,Police/Safety,Low,Police/Safety,Mumbai,2025-05-08,In Progress
2465,Overflowing dustbins in the area,Sanitation,High,Sanitation,Ranchi,2024-05-18,In Progress
2466,Water logging due to bad road condition,Roads,Medium,Roads,Chennai,2025-04-10,In Progress
2467,Overflowing dustbins in the area,Sanitation,Medium,Sanitation,Delhi,2024-04-19,Pending
2468,Bus stop shelter damaged,Transport,High,Transport,Delhi,2024-01-14,Resolved
2469,Pension not credited this month,Government Services,Medium,Government Services,Patna,2024-08-22,Resolved
2470,Poor cleanliness in buses,Transport,Low,Transport,Patna,2024-03-16,In Progress
2471,Voltage fluctuations damaging appliances,Electricity,Medium,Electricity,Patna,2024-01-31,Resolved
2472,Suspicious person roaming in colony,Police/Safety,Low,Police/Safety,Kolkata,2025-04-30,In Progress
2473,Harassment reported in public place,Police/Safety,Low,Police/Safety,Delhi,2025-08-02,Resolved
2474,Fake job website asking money,IT Fraud,Low,IT Fraud,Mumbai,2025-06-21,Resolved
2475,No drinking water in school campus,Education,Low,Education,Kolkata,2024-09-16,Resolved
2476,Poor cleanliness in buses,Transport,High,Transport,Bangalore,2024-03-22,Resolved
2477,Train ticket booking issue,Transport,Low,Transport,Chennai,2024-11-04,Resolved
2478,Garbage not collected for several days,Sanitation,Low,Sanitation,Hyderabad,2024-12-19,Pending
2479,Road full of potholes causing accidents,Roads,High,Roads,Delhi,2024-09-04,In Progress
2480,Open garbage dumping ground issue,Sanitation,Medium,Sanitation,Chennai,2025-01-08,Pending
2481,No water supply for last two days,Water,High,Water,Delhi,2025-06-27,Resolved
2482,Theft reported in neighborhood,Police/Safety,High,Police/Safety,Chennai,2024-01-27,Pending
2483,Delay in issuing birth certificate,Government Services,Low,Government Services,Chennai,2024-11-14,Resolved
2484,Vaccination not available in local clinic,Health,High,Health,Ranchi,2024-11-30,Resolved
2485,No doctor available in government hospital,Health,Low,Health,Bangalore,2024-09-20,Pending
2486,Road construction incomplete for months,Roads,High,Roads,Ranchi,2024-03-11,In Progress
2487,Huge pothole near school entrance,Roads,Medium,Roads,Patna,2024-12-06,Resolved
2488,No drinking water in school campus,Education,High,Education,Kolkata,2025-02-02,In Progress
2489,No doctor available in government hospital,Health,Medium,Health,Chennai,2024-08-23,Resolved
2490,Water pipeline leakage near house,Water,Medium,Water,Patna,2025-06-24,Resolved
2491,Street lights not working,Electricity,Medium,Electricity,Hyderabad,2024-01-11,Pending
2492,Bank OTP fraud attempt,IT Fraud,Low,IT Fraud,Hyderabad,2024-11-06,Pending
2493,No drinking water in school campus,Education,Low,Education,Chennai,2025-05-22,Pending
2494,Electric pole wire hanging dangerously,Electricity,Medium,Electricity,Chennai,2024-12-07,Resolved
2495,No doctor available in government hospital,Health,High,Health,Ranchi,2025-08-19,Pending
2496,Dirty public toilets in market,Sanitation,Medium,Sanitation,Delhi,2024-08-05,Resolved
2497,Social media account hacked,IT Fraud,High,IT Fraud,Ranchi,2024-08-18,Pending
2498,Huge pothole near school entrance,Roads,High,Roads,Hyderabad,2024-07-19,In Progress
2499,No water supply for last two days,Water,High,Water,Hyderabad,2024-10-13,Resolved
2500,No doctor available in government hospital,Health,Low,Health,Hyderabad,2024-08-26,In Progress
2501,Corruption complaint in local office,Government Services,High,Government Services,Delhi,2025-01-04,Pending
2502,Public hand pump not working,Water,Low,Water,Mumbai,2025-04-24,Pending
2503,Street lights not working,Electricity,Low,Electricity,Kolkata,2025-01-28,In Progress
2504,Ration card application pending,Government Services,Medium,Government Services,Mumbai,2025-02-28,Resolved
2505,Electric pole wire hanging dangerously,Electricity,Medium,Electricity,Hyderabad,2024-12-17,Resolved
2506,Transformer failure in locality,Electricity,Low,Electricity,Patna,2025-01-05,Pending
2507,Suspicious person roaming in colony,Police/Safety,Medium,Police/Safety,Mumbai,2024-08-30,Resolved
2508,Fake job website asking money,IT Fraud,Low,IT Fraud,Delhi,2025-07-11,In Progress
2509,Aadhaar update not processed,Government Services,Low,Government Services,Kolkata,2025-07-29,Pending
2510,Public hand pump not working,Water,High,Water,Mumbai,2024-10-10,Pending
2511,Water logging due to bad road condition,Roads,Medium,Roads,Chennai,2024-08-04,Resolved
2512,Water pipeline leakage near house,Water,Low,Water,Kolkata,2024-12-01,In Progress
2513,No water supply for last two days,Water,Low,Water,Patna,2025-06-11,Pending
2514,Low water pressure in the area,Water,Low,Water,Hyderabad,2024-08-17,In Progress
2515,Shortage of medicines in health center,Health,Low,Health,Hyderabad,2024-01-07,Resolved
2516,Overflowing dustbins in the area,Sanitation,Medium,Sanitation,Bangalore,2025-03-18,In Progress
2517,Low water pressure in the area,Water,Low,Water,Patna,2025-05-12,Pending
2518,Harassment reported in public place,Police/Safety,Medium,Police/Safety,Hyderabad,2025-01-29,In Progress
